hit_date,device_id,gateway,hit_issue_id,hit_labels,hit_module,hit_severity,cu_id
2017-01-01 00:57:19,4,2,84,:Automation:CPU_1:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Optimization_Opportunity:Sham_Link,asa_high_cpu_Prod126,0,4
2017-01-01 00:57:19,4,2,77,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Device_Hardening:Diagnostic_Signature:Optimization_Opportunity,recommended_asa_security_best_practices,1,4
2017-01-01 00:57:19,4,2,81,:Prod6052_FW_Appliance:Optimization_Opportunity:Automation,Prod121_Defect_flash_bufferwrap_Prod332,1,4
2017-01-01 00:57:19,4,2,63,:Automation:Bugs:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Interface:Parser:troubleshooting,Defect1,0,4
2017-01-01 00:57:19,4,2,70,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Automation:Optimization_Opportunity,unused_config_module,1,4
2017-01-01 00:57:19,4,2,75,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnostic_Signature:Optimization_Opportunity:Routing,route_check_Prod126,0,4
2017-01-01 00:57:19,4,2,76,:ACL:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Prod6059_1:Optimization_Opportunity,acl_element_count_Prod126,1,4
2017-01-01 00:57:19,4,2,68,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Botnet_Traffic_Filter:Automation:Diagnostic_Signature,botnet_updater_fails_ssl,0,4
2017-01-01 00:57:19,4,2,62,:Application_Inspection:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Parser:Performance,Prod122_CX_IPS_performance_failover_problem_Defect2041_Prod126,0,4
2017-01-01 00:57:19,4,2,65,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnostic_Signature:Prod6059_1:MPF:Optimization_Opportunity,infinite_conn_timeout_Prod126,0,4
2017-01-01 00:57:19,4,2,85,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Prod6059_1:Failover:Parser:troubleshooting,failover_int_checks_Prod126,2,4
2017-01-01 00:57:19,4,2,82,:ACL:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Optimization_Opportunity,wide_open_acl,0,4
2017-01-01 00:57:19,4,2,71,:Automation:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Traffic,significant_TCP_embryonic_connections_dropping,0,4
2017-01-01 00:57:19,4,2,72,:Security:Optimization_Opportunity:Automation,console_timeout_of_0,1,4
2017-01-01 00:57:19,4,2,61,:Automation:Prod6052_FW_Appliance:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature,ip_audit_Prod126,1,4
2017-01-01 00:57:19,4,2,80,:Automation:Prod6052_FW_Appliance:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnosis:Diagnostic_Signature:Parser,two_contexts_same_config_url,0,4
2017-01-01 00:57:19,4,2,73,:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Diagnostic_Signature:Interface:Optimization_Opportunity:Traffic,throughput_calc_Prod126,1,4
2017-01-01 00:59:58,5,2,86,:Automation:Prod6052_FW_Appliance:Prod6044_Prod6027_Prod6009_Series_Adaptive_Security_Appliances:Configuration:Diagnosis:Diagnostic_Signature:Parser,two_contexts_same_config_url,0,3
